"","GEOID20","GMS_dist"
"210","42015000190","9"
"211","42015000200","9"
"212","42015000180","9"
"213","42015000210","9"
"214","42015000230","9"
"215","42015000220","9"
"216","42015000240","9"
"217","42015000250","9"
"218","42015000260","9"
"219","42015000270","9"
"220","42015000280","9"
"221","42015000290","9"
"222","42057000010","12"
"223","42057000020","12"
"224","42057000030","12"
"225","42057000040","12"
"226","42057000050","12"
"227","42057000060","12"
"228","42057000070","12"
"229","42057000080","12"
"230","42057000090","12"
"231","42057000110","12"
"232","42057000100","12"
"233","42057000130","12"
"234","42015000310","9"
"235","42015000300","9"
"236","42015000340","9"
"237","42015000330","9"
"238","42015000360","9"
"239","42015000350","9"
"240","42015000320","9"
"241","42015000370","9"
"242","42015000380","9"
"243","42015000390","9"
"244","42015000400","9"
"245","42015000410","9"
"246","42015000420","9"
"247","42015000430","9"
"248","42015000440","9"
"249","42015000450","9"
"250","42015000490","9"
"251","42015000470","9"
"252","42015000460","9"
"253","42015000480","9"
"254","42015000510","9"
"255","42015000500","9"
"256","42015000520","9"
"257","42015000530","9"
"258","42015000540","9"
"259","42015000550","9"
"260","42015000560","9"
"261","42015000570","9"
"262","42015000580","9"
"263","42015000600","9"
"264","42015000590","9"
"265","42129001684","13"
"266","42129001694","13"
"267","42129001682","13"
"268","42129001692","13"
"269","42047000170","15"
"270","42047000140","15"
"271","42047000160","15"
"272","42047000200","15"
"273","42047000190","15"
"274","42047000210","15"
"275","42047000242","15"
"276","42047000250","15"
"277","42047000262","15"
"278","42047000230","15"
"279","42047000220","15"
"280","42047000355","15"
"281","42047000395","15"
"282","42047000375","15"
"283","42047000315","15"
"284","42047000325","15"
"285","42047000385","15"
"286","42047000295","15"
"287","42047000335","15"
"288","42047000365","15"
"289","42047000345","15"
"290","42047000010","15"
"291","42047000070","15"
"292","42047000080","15"
"293","42047000090","15"
"294","42047000100","15"
"295","42047000110","15"
"296","42047000122","15"
"297","42047000150","15"
"298","42029000037","6"
"299","42029000610","6"
"300","42029000036","6"
"301","420111578P1","9"
"302","42011000020","4"
"303","42011000032","4"
"304","42011000570","4"
"305","42011000056","4"
"306","42011000054","4"
"307","42011000040","4"
"308","42011000034","4"
"309","42011000051","4"
"310","42011000058","4"
"311","42011000060","4"
"312","42011000052","4"
"313","42011000070","4"
"314","42011000120","9"
"315","42011000100","4"
"316","42011000110","9"
"317","42011000080","4"
"318","42011000090","4"
"319","42011000140","6"
"320","42011000130","6"
"321","42011000150","4"
"322","42011000170","6"
"323","42011000192","6"
"324","42011000212","9"
"325","42011000208","9"
"326","42011001694","4"
"327","42011000250","6"
"328","42011000310","4"
"329","42011000330","4"
"330","42011000355","4"
"331","42011000395","4"
"332","42011000358","4"
"333","42011000380","4"
"334","42011000392","4"
"335","42011000420","4"
"336","42011000430","4"
"337","42011000460","4"
"338","42011000480","9"
"339","42011000510","4"
"340","42011000580","4"
"341","42011000590","4"
"342","42011001640","9"
"343","42011001630","9"
"344","42011000540","4"
"345","42011000545","4"
"346","42011000610","4"
"347","42011000600","4"
"348","42011000618","9"
"349","42011000623","9"
"350","42011000628","9"
"351","42011000640","4"
"352","42011000652","4"
"353","42011000646","4"
"354","42011000662","4"
"355","42011000654","4"
"356","42011000700","4"
"357","42011000690","4"
"358","42011000776","4"
"359","42011000767","4"
"360","42011000785","6"
"361","42011000810","4"
"362","42011000742","4"
"363","42011000782","4"
"364","42011000730","4"
"365","42011000830","9"
"366","42011000850","4"
"367","42011001390","4"
"368","42011001330","6"
"369","42011001160","6"
"370","42011001130","6"
"371","42011001405","6"
"372","42011001418","6"
"373","42011001438","4"
"374","42011001442","4"
"375","42011000960","6"
"376","42011000920","6"
"377","42011001285","6"
"378","42011001250","6"
"379","42011001070","6"
"380","42011001050","6"
"381","42011001452","4"
"382","42011001580","4"
"383","42011001480","4"
"384","42011000885","6"
"385","42011000980","6"
"386","42011001305","6"
"387","42011001495","9"
"388","42011001487","9"
"389","42011001578","9"
"390","42011001550","6"
"391","42011001571","6"
"392","42011001558","6"
"393","42011001010","6"
"394","42011001230","6"
"395","42011001520","6"
"396","42011001485","9"
"397","42011001510","6"
"398","42011001030","6"
"399","42011001660","6"
"400","42011001795","6"
"401","42011001775","6"
"402","42011001770","6"
"403","42011001060","6"
"404","42011001790","6"
"405","42011001670","9"
"406","42011001680","9"
"407","42011001692","4"
"408","42011001700","9"
"409","42011001715","6"
"410","42011001705","6"
"411","42011001750","4"
"412","42011001760","9"
"413","42011000160","4"
"414","42011000180","6"
"415","42011000188","6"
"416","42011000200","9"
"417","42011000220","4"
"418","42011000230","4"
"419","42011000295","6"
"420","42011000280","6"
"421","42011000292","6"
"422","42011000260","6"
"423","42011000270","6"
"424","42011000320","4"
"425","42011000340","4"
"426","42011000406","4"
"427","42011000365","4"
"428","42011000402","4"
"429","42011000399","4"
"430","42011000397","4"
"431","42011000384","4"
"432","42011000410","4"
"433","42011000388","4"
"434","42011000440","4"
"435","42011000450","9"
"436","42011000470","4"
"437","42011000490","6"
"438","42011000500","6"
"439","42011000520","4"
"440","42011000670","9"
"441","42011000680","4"
"442","42011000710","6"
"443","42011000720","4"
"444","42011000750","4"
"445","42011000779","4"
"446","42011000790","9"
"447","42011000800","4"
"448","42011000770","4"
"449","42011000760","4"
"450","42011000820","4"
"451","42011000771","4"
"452","42011000840","4"
"453","42011001370","6"
"454","42011001380","6"
"455","42011001360","6"
"456","42011001185","6"
"457","42011001140","6"
"458","42011001145","6"
"459","42011001110","6"
"460","42011001398","6"
"461","42011001412","6"
"462","42011001430","9"
"463","42011001120","6"
"464","42011001350","6"
"465","42011000970","6"
"466","42011000930","6"
"467","42011001340","6"
"468","42011000940","6"
"469","42011000860","6"
"470","42011001260","6"
"471","42011001080","6"
"472","42011001040","6"
"473","42011001310","6"
"474","42011001448","4"
"475","42011001460","6"
"476","42011001470","6"
"477","42011001020","6"
"478","42011000990","6"
"479","42011000910","6"
"480","42011001095","6"
"481","42011000880","6"
"482","42011001502","9"
"483","42011001477","9"
"484","42011001574","6"
"485","42011001576","9"
"486","42011001530","6"
"487","42011001560","6"
"488","42011001579","6"
"489","42011001572","6"
"490","42011001000","6"
"491","42011001210","6"
"492","42011001240","6"
"493","42011001540","6"
"494","42011001220","6"
"495","42011001170","6"
"496","42011001610","9"
"497","42011001620","4"
"498","42011001650","6"
"499","42011001780","6"
"500","42109000010","12"
"501","42109000020","12"
"502","42109000030","12"
"503","42109000040","12"
"504","42109000050","12"
"505","42109000060","12"
"506","42109000080","12"
"507","42109000090","9"
"508","42109000100","12"
"509","42109000110","12"
"510","42109000130","12"
"511","42109000140","9"
"512","42109000150","9"
"513","42109000155","12"
"514","42109000165","9"
"515","42109000170","12"
"516","42109000180","12"
"517","42109000200","12"
"518","42109000190","12"
"519","42109000220","9"
"520","42109000230","12"
"521","42109000240","12"
"522","42109000250","12"
"523","42109000260","12"
"524","42109000270","12"
"525","42021000060","13"
"526","42021000025","13"
"527","42021000055","13"
"528","42021000010","13"
"529","42021000080","13"
"530","42021000090","13"
"531","42021000430","13"
"532","42021000440","13"
"533","42021001900","13"
"534","42021000280","13"
"535","42021001910","13"
"536","42021000695","13"
"537","42021001146","13"
"538","42021000881","13"
"539","42021000966","13"
"540","42021000250","13"
"541","42021001041","13"
"542","42021001060","13"
"543","42021000210","13"
"544","42021000220","13"
"545","42021000260","13"
"546","42021000175","13"
"547","42021001105","13"
"548","42021000270","13"
"549","42021000305","13"
"550","42021000335","13"
"551","42021000420","13"
"552","42021000325","13"
"553","42021000350","13"
"554","42021000390","13"
"555","42021000540","13"
"556","42021000520","13"
"557","42021000560","13"
"558","42021000595","13"
"559","42021000615","13"
"560","42021001230","13"
"561","42021000730","13"
"562","42021001220","13"
"563","42021001241","13"
"564","42021001280","13"
"565","42021001321","13"
"566","42021001490","13"
"567","42021001505","13"
"568","42021001340","13"
"569","42021001350","13"
"570","42021001555","13"
"571","42021001510","13"
"572","42021001540","13"
"573","42021001395","13"
"574","42021001361","13"
"575","42021001380","13"
"576","42021001385","13"
"577","42021001405","13"
"578","42021001880","13"
"579","42021001890","13"
"580","42021001951","13"
"581","42021001941","13"
"582","42021001931","13"
"583","42021001580","13"
"584","42021001595","13"
"585","42021001616","13"
"586","42021001660","13"
"587","42021001995","13"
"588","42021001720","13"
"589","42021001730","13"
"590","42021001760","13"
"591","42021001785","13"
"592","42021001851","13"
"593","42021001860","13"
"594","42021002010","13"
"595","42021000826","13"
"596","42021000786","13"
"597","42021001920","13"
"598","42021001055","13"
"599","42021001016","13"
"600","42021000154","13"
"601","42021001035","13"
"602","42021001155","13"
"603","42021000200","13"
"604","42021000190","13"
"605","42021001125","13"
"606","42021001190","13"
"607","42021000457","13"
"608","42021000235","13"
"609","42021000290","13"
"610","42021001290","13"
"611","42021000675","13"
"612","42021000660","13"
"613","42021000315","13"
"614","42021000405","13"
"615","42021000367","13"
"616","42021000530","13"
"617","42131000175","9"
"618","42097000560","9"
"619","42097000872","9"
"620","42097000871","9"
"621","42117000350","9"
"622","42021000550","13"
"623","42021000575","13"
"624","42021000636","13"
"625","42021000710","13"
"626","42021000720","13"
"627","42021001200","13"
"628","42021001210","13"
"629","42021001255","13"
"630","42021001301","13"
"631","42021001530","13"
"632","42021001471","13"
"633","42021001525","13"
"634","42021001481","13"
"635","42021001651","13"
"636","42021001710","13"
"637","42021001700","13"
"638","42021001770","13"
"639","42021001765","13"
"640","42021001800","13"
"641","42021001820","13"
"642","42021001830","13"
"643","42021001840","13"
"644","42021000040","13"
"645","42023000010","15"
"646","42023000030","15"
"647","42023000040","15"
"648","42023000050","15"
"649","42023000070","15"
"650","42023000080","15"
"651","42023000060","15"
"652","42023000100","15"
"653","42023000090","15"
"654","42023000020","15"
"655","42041000060","10"
"656","42041000070","10"
"657","42041000160","10"
"658","42041000170","10"
"659","42041000880","12"
"660","42041000870","12"
"661","42041000485","12"
"662","42041000490","10"
"663","42041000630","12"
"664","42041000760","10"
"665","42041000823","10"
"666","42041000850","12"
"667","42041000815","10"
"668","42041000831","10"
"669","42041000819","10"
"670","42041000803","10"
"671","42041000900","10"
"672","42041000150","10"
"673","42041000430","10"
"674","42041000460","10"
"675","42041000183","10"
"676","42041000390","10"
"677","42041000380","10"
"678","42041000330","10"
"679","42041000030","10"
"680","42041000050","10"
"681","42041000040","10"
"682","42041000020","10"
"683","42041000010","10"
"684","42041000110","10"
"685","42041000080","10"
"686","42041000370","10"
"687","42041000194","10"
"688","42041000211","10"
"689","42041000227","10"
"690","42041000290","12"
"691","42041000400","12"
"692","42041000245","10"
"693","42041000263","10"
"694","42041000251","10"
"695","42041000233","10"
"696","42041000275","10"
"697","42041000187","10"
"698","42041000570","12"
"699","42041000560","10"
"700","42041000640","10"
"701","42041000580","12"
"702","42041000670","12"
"703","42041000708","10"
"704","42041000706","10"
"705","42041000714","10"
"706","42041000718","10"
"707","42041000660","12"
"708","42041000650","12"
"709","42041000728","10"
"710","42041000704","10"
"711","42041000734","10"
"712","42041000731","10"
"713","42041000721","10"
"714","42041000724","10"
"715","42041000712","10"
"716","42041000702","10"
"717","42041000744","10"
"718","42041000741","10"
"719","42041000738","10"
"720","42041000410","12"
"721","42041000475","12"
"722","42041000500","10"
"723","42041000690","10"
"724","42041000795","12"
"725","42041000770","12"
"726","42041000100","10"
"727","42041000090","10"
"728","42041000140","10"
"729","42041000130","10"
"730","42041000120","10"
"731","42041000840","12"
"732","42041000807","10"
"733","42041000835","10"
"734","42041000827","10"
"735","42041000780","12"
"736","42041000838","10"
"737","42041000811","10"
"738","42041000890","10"
"739","42041000340","10"
"740","42041000175","10"
"741","42041000450","10"
"742","42041000470","10"
"743","42041000510","10"
"744","42041000320","10"
"745","42041000360","10"
"746","42041000350","10"
"747","42041000310","10"
"748","42041000300","10"
"749","42041000206","10"
"750","42041000179","10"
"751","42041000420","10"
"752","42041000215","10"
"753","42041000202","10"
"754","42041000191","10"
"755","42041000610","12"
"756","42041000269","10"
"757","42041000281","10"
"758","42041000221","10"
"759","42041000239","10"
"760","42041000198","10"
"761","42041000257","10"
"762","42041000440","10"
"763","42041000540","10"
"764","42041000525","10"
"765","42041000550","10"
"766","42041000590","12"
"767","42041000698","10"
"768","42041000716","10"
"769","42041000748","10"
"770","42071000367","11"
"771","42127000020","8"
"772","42127000010","8"
"773","42127000030","8"
"774","42127000040","8"
"775","42127000330","8"
"776","42127000370","8"
"777","42127000050","8"
"778","42127000060","8"
"779","42115000260","9"
"780","42115000240","9"
"781","42115000250","9"
"782","42115000080","9"
"783","42115000140","9"
"784","42115000130","9"
"785","42115000110","9"
"786","42115000120","9"
"787","42115000150","9"
"788","42115000160","9"
"789","42115000210","9"
"790","42115000200","9"
"791","42115000180","9"
"792","42115000170","9"
"793","42115000190","9"
"794","42115000220","9"
"795","42115000230","9"
"796","42031000090","15"
"797","42031000030","15"
"798","42031000070","15"
"799","42031000080","15"
"800","42031000040","15"
"801","42031000450","15"
"802","42031000060","15"
"803","42031000050","15"
"804","42031000190","15"
"805","42031000210","15"
"806","42031000200","15"
"807","42031000270","15"
"808","42031000280","15"
"809","42031000310","15"
"810","42031000290","15"
"811","42031000320","15"
"812","42031000370","15"
"813","42031000350","15"
"814","42031000110","15"
"815","42031000130","15"
"816","420310400P1","15"
"817","42031000180","15"
"818","42031000400","15"
"819","42031000230","15"
"820","42031000460","15"
"821","42031000390","15"
"822","42031000470","15"
"823","42031000440","15"
"824","42031000480","15"
"825","42031000140","15"
"826","42031000170","15"
"827","42031000250","15"
"828","42031000220","15"
"829","42031000410","15"
"830","42031000430","15"
"831","42031000380","15"
"832","42115000392","9"
"833","42115000420","9"
"834","42115000410","9"
"835","42115000270","9"
"836","42115000280","9"
"837","42115000290","9"
"838","42115000320","9"
"839","42115000350","9"
"840","42115000340","9"
"841","42115000330","9"
"842","42115000310","9"
"843","42115000300","9"
"844","42115000370","9"
"845","42115000380","9"
"846","42115000070","9"
"847","42115000092","9"
"848","42003002660","17"
"849","42003002650","17"
"850","42003002170","17"
"851","42003002190","14"
"852","42003002180","14"
"853","42003002300","17"
"854","42003002280","17"
"855","42003002221","17"
"856","42003002261","17"
"857","42003002251","17"
"858","42003002268","17"
"859","42003002331","17"
"860","42003002344","17"
"861","42003002338","17"
"862","4200300A190","14"
"863","42003009980","14"
"864","42003009630","14"
"865","42003009610","14"
"866","4200300D300","14"
"867","4200300B780","14"
"868","4200300A170","14"
"869","4200300A350","14"
"870","42003005920","14"
"871","42003005940","14"
"872","4200300A310","14"
"873","4200300D560","14"
"874","4200300B620","14"
"875","4200300D810","14"
"876","42003002440","17"
"877","42003002411","17"
"878","42003002421","17"
"879","42003002470","17"
"880","42003002641","17"
"881","42003002576","17"
"882","42003002620","17"
"883","42003002631","17"
"884","42003009880","14"
"885","42003009740","14"
"886","42003009730","14"
"887","42105000010","9"
"888","42105000020","9"
"889","42105000030","15"
"890","42105000040","9"
"891","42105000050","15"
"892","42105000060","15"
"893","42105000340","9"
"894","42105000070","15"
"895","42105000090","15"
"896","42105000100","9"
"897","42105000120","9"
"898","42105000110","9"
"899","42105000130","9"
"900","42105000140","9"
"901","42105000150","9"
"902","42105000160","9"
"903","42105000170","15"
"904","42105000190","9"
"905","42105000180","9"
"906","42105000200","9"
"907","42105000210","15"
"908","42105000220","15"
"909","42105000230","15"
"910","42105000260","15"
"911","42105000270","9"
"912","42105000280","9"
"913","42105000290","9"
"914","42105000300","9"
"915","42105000320","9"
"916","42105000310","9"
"917","42105000330","9"
"918","4200300E310","17"
"919","4200300E140","17"
"920","4200300E332","17"
"921","42003004470","14"
"922","42003005091","14"
"923","42003005076","14"
"924","42003004420","14"
"925","42003008210","14"
"926","42003008090","14"
"927","4200300A990","14"
"928","42003008070","14"
"929","42003007330","14"
"930","42003007020","14"
"931","42003008120","14"
"932","42003008410","14"
"933","4200300E075","17"
"934","4200300E040","17"
"935","4200300E376","17"
"936","4200300E351","17"
"937","4200300E342","17"
"938","4200300E745","17"
"939","4200300E635","17"
"940","4200300E770","14"
"941","42003000201","14"
"942","42003000221","14"
"943","42003000211","14"
"944","42003000191","14"
"945","42003000171","14"
"946","42003000261","14"
"947","42003009410","14"
"948","4200300C900","14"
"949","4200300C880","14"
"950","4200300C220","14"
"951","4200300C240","14"
"952","4200300C140","14"
"953","42003005980","14"
"954","42003005960","14"
"955","42003005880","14"
"956","42003006740","14"
"957","42003003450","14"
"958","42003003710","17"
"959","42003003970","17"
"960","42003004780","14"
"961","42003004741","14"
"962","42003005870","14"
"963","4200300B490","14"
"964","42003002541","17"
"965","42003002640","17"
"966","42003003820","17"
"967","42003003730","17"
"968","42003003780","17"
"969","42003003880","17"
"970","42003003900","17"
"971","42003003471","17"
"972","42003004940","17"
"973","42003005301","14"
"974","42003000181","14"
"975","42003000231","14"
"976","42003000400","17"
"977","42003000791","14"
"978","42003000841","14"
"979","42003000781","14"
"980","42003000865","14"
"981","42003001000","14"
"982","42003000940","14"
"983","42003001120","17"
"984","42003001160","17"
"985","42003001331","17"
"986","42003001381","17"
"987","42003001400","17"
"988","42003007510","14"
"989","42003007100","14"
"990","42003001970","17"
"991","42003002510","14"
"992","42003002521","14"
"993","42003002821","17"
"994","42003002830","17"
"995","42003002900","17"
"996","42003003091","17"
"997","42003003131","17"
"998","42003003125","17"
"999","42003003670","17"
"1000","42003005710","17"
"1001","42003007120","14"
"1002","42003009150","14"
"1003","42003008730","14"
"1004","42003005181","17"
"1005","42003005281","17"
"1006","42003005210","17"
"1007","42003005440","17"
"1008","42003005420","17"
"1009","42003005600","17"
"1010","42003005670","17"
"1011","42003005610","17"
"1012","42003005490","17"
"1013","42003005690","17"
"1014","42003005521","17"
"1015","42003005750","17"
"1016","42003005785","17"
"1017","42003005812","17"
"1018","42003005805","17"
"1019","42003005815","17"
"1020","42003005808","17"
"1021","4200300E791","14"
"1022","4200300E891","14"
"1023","4200300F524","17"
"1024","4200300F520","17"
"1025","4200300F470","17"
"1026","42003005660","17"
"1027","42003006000","14"
"1028","42003006460","14"
"1029","42003006020","14"
"1030","4200300A890","14"
"1031","4200300A540","14"
"1032","4200300D970","14"
"1033","42003003570","17"
"1034","42003003620","17"
"1035","42003003770","17"
"1036","42003003530","17"
"1037","42003003491","17"
"1038","42003005201","17"
"1039","42003005386","17"
"1040","42003005722","17"
"1041","42003005721","17"
"1042","42003005770","17"
"1043","4200300C300","14"
"1044","4200300C580","14"
"1045","4200300C360","14"
"1046","42003008390","14"
"1047","42003009430","14"
"1048","4200300B520","14"
"1049","4200300B840","14"
"1050","42003009010","14"
"1051","4200300B900","14"
"1052","4200300A910","14"
"1053","4200300D850","14"
"1054","4200300C320","14"
"1055","42003000511","14"
"1056","42003001101","17"
"1057","42003001302","14"
"1058","42003004640","14"
"1059","42003004870","17"
"1060","42003004630","14"
"1061","42003004440","14"
"1062","42003005780","17"
"1063","42003001500","17"
"1064","42003008970","14"
"1065","42003008990","14"
"1066","42003009070","14"
"1067","42003006090","14"
"1068","42003006400","14"
"1069","42003002870","17"
"1070","42003002920","17"
"1071","42003002930","17"
"1072","42003003680","17"
"1073","42003008240","14"
"1074","42003008260","14"
"1075","42003008280","14"
"1076","42003008670","14"
"1077","42003005760","17"
"1078","42003005540","17"
"1079","42003005500","17"
"1080","42003005641","17"
"1081","42003005788","17"
"1082","42003005840","17"
"1083","4200300E931","14"
"1084","4200300E880","14"
"1085","4200300E815","14"
"1086","4200300E960","14"
"1087","4200300E940","14"
"1088","4200300F010","17"
"1089","4200300F030","17"
"1090","4200300H111","17"
"1091","4200300H101","17"
"1092","4200300H031","17"
"1093","42003007560","14"
"1094","42003006665","14"
"1095","42003006685","14"
"1096","42003006715","14"
"1097","42003006675","14"
"1098","42003007990","14"
"1099","42003007540","14"
"1100","42003003690","17"
"1101","42003003790","17"
"1102","42003003810","17"
"1103","42003003720","17"
"1104","42003003840","17"
"1105","42003005550","17"
"1106","42003005682","17"
"1107","42003005580","17"
"1108","42003005642","17"
"1109","42003005640","17"
"1110","42003005410","17"
"1111","4200300F070","17"
"1112","4200300F280","17"
"1113","4200300F526","17"
"1114","4200300F522","17"
"1115","4200300F500","17"
"1116","4200300A600","14"
"1117","4200300D480","14"
"1118","4200300A375","14"
"1119","42003006640","14"
"1120","42003006700","14"
"1121","4200300E381","17"
"1122","4200300E366","17"
"1123","4200300E361","17"
"1124","4200300E655","17"
"1125","4200300E615","17"
"1126","4200300E695","17"
"1127","4200300E525","17"
"1128","4200300E485","17"
"1129","4200300E455","17"
"1130","4200300E665","17"
"1131","4200300E545","17"
"1132","4200300F331","17"
"1133","4200300F437","14"
"1134","4200300F392","14"
"1135","4200300F417","14"
"1136","4200300F415","14"
"1137","42003001068","14"
"1138","42003001021","14"
"1139","42003001073","14"
"1140","42003004210","17"
"1141","42003004140","17"
"1142","42003004031","17"
"1143","42003000930","14"
"1144","42003008360","14"
"1145","42003007490","14"
"1146","42003008450","14"
"1147","42003008630","14"
"1148","42003008570","14"
"1149","42003008790","14"
"1150","42003008830","14"
"1151","4200300E715","17"
"1152","4200300E625","17"
"1153","4200300E575","17"
"1154","4200300E555","17"
"1155","4200300E475","17"
"1156","42003008750","14"
"1157","42003008610","14"
"1158","42003008870","14"
"1159","42003008720","14"
"1160","4200300G180","14"
"1161","4200300G082","14"
"1162","4200300G150","14"
"1163","4200300G090","14"
"1164","4200300G330","17"
"1165","4200300G500","17"
"1166","4200300G380","17"
"1167","4200300G480","17"
"1168","4200300G550","17"
"1169","4200300G520","17"
"1170","4200300G470","17"
"1171","4200300H135","17"
"1172","4200300F480","14"
"1173","42003005730","17"
"1174","4200300H051","17"
"1175","4200300G951","17"
"1176","4200300G931","17"
"1177","42003006880","14"
"1178","42003006680","14"
"1179","42003006660","14"
"1180","4200300B660","14"
"1181","42003003590","17"
"1182","4200300F201","17"
"1183","4200300F190","17"
"1184","4200300F310","17"
"1185","4200300F141","17"
"1186","4200300F220","17"
"1187","4200300G070","14"
"1188","4200300G111","14"
"1189","4200300G510","17"
"1190","4200300G390","17"
"1191","4200300F600","17"
"1192","4200300F580","17"
"1193","4200300F585","17"
"1194","4200300G030","17"
"1195","4200300G011","17"
"1196","42003003920","17"
"1197","42003007680","14"
"1198","42003007700","14"
"1199","42003003600","17"
"1200","42003003580","17"
"1201","42003003941","17"
"1202","42003008930","14"
"1203","4200300F427","14"
"1204","42003004020","17"
"1205","42003004110","17"
"1206","42003004120","17"
"1207","42003001180","17"
"1208","42003001230","17"
"1209","42003001220","17"
"1210","42003001510","17"
"1211","42003002111","17"
"1212","42003002150","17"
"1213","42003002881","17"
"1214","42003002851","17"
"1215","42003003120","17"
"1216","42003003101","17"
"1217","42003003095","17"
"1218","42003003140","17"
"1219","4200300A660","14"
"1220","42003006600","14"
"1221","42003007310","14"
"1222","4200300F290","17"
"1223","4200300F101","17"
"1224","4200300F090","17"
"1225","4200300F130","17"
"1226","4200300F202","17"
"1227","4200300F200","17"
"1228","4200300F320","17"
"1229","4200300F102","17"
"1230","4200300F230","17"
"1231","4200300F150","17"
"1232","4200300G140","14"
"1233","4200300F641","17"
"1234","4200300F720","17"
"1235","4200300F620","17"
"1236","4200300F680","17"
